record_key,battery_id,row_type,interval_index,working_ion,paper_training_ion,framework_formula,formula_charge,formula_discharge,id_charge,id_discharge,fracA_charge,fracA_discharge,average_voltage_V,crystal_system_charge,spacegroup_number_charge,crystal_system_discharge,spacegroup_number_discharge,num_steps,last_updated,basic_checks_passed,complete_basic_inputs,issues,warnings,source_csv_row,row_uid,input_row_hash,canonical_host,computed_fracA_charge,ion_per_reduced_host_charge,fraction_error_charge,computed_fracA_discharge,ion_per_reduced_host_discharge,fraction_error_discharge,delta_ion_per_reduced_host,composition_checks_passed,symmetry_checks_passed,review_flags,priority_voltage_review,step4_issues,eligible_for_baseline,group_id,mixed_cv_fold,li_cv_fold,shares_group_with_mixed_development,shares_group_with_li_development,partition
f2a2dfd8e24b6e9d3da5d4885a1368bebcc0df18c8c3cc74ecd762a68a07db03,,adjacent,0,Li,True,Fe2(PO4)3,Fe2(PO4)3,LiFe2(PO4)3,mp-aaaabnik,mp-aaackroz,0.0,0.055555555555555004,5.007040878333332,Trigonal,167,Monoclinic,15,4,2025-09-19T09:43:30.100000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,2746,00c203560c0b4b824f8958907f19535a4a4e6b232816c08ff666e3183055463e,e0d613de01dc1de2498a1d3d38907f8d5470a6cfc5d955d228369a872e191bc7,Fe:2|O:12|P:3,0.0,0.0,0.0,0.05555555555555555,1.0,5.48172618408671e-16,1.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_00c203560c0b4b824f8958907f19535a4a4e6b232816c08ff666e3183055463e,6,6,,,development
c470f4a12454bb63283836f38f420893b3c363d205b3f68c1c57dd36fdcf3cc0,,adjacent,1,Li,True,Co2NiO6,LiCo2NiO6,Li3Co2NiO6,mp-aaabsbkz,mp-aaabrolu,0.1,0.25,3.660987388333329,Triclinic,2,Monoclinic,12,2,2025-09-19T09:44:23.364000,True,True,,missing_battery_id_use_record_key_for_provenance,1833,00d74d76cb7fc5dd6add1268040a962dc4e1e8eb6318eb11410162e397cd266f,f70084f2e3ecb6df8f7d86f47fe2811dd31333c0145e9cd8a8bb2883a1a48846,Co:2|Ni:1|O:6,0.1,1.0,0.0,0.25,3.0,0.0,2.0,True,True,battery_id_absent_using_record_key,False,,True,g_00d74d76cb7fc5dd6add1268040a962dc4e1e8eb6318eb11410162e397cd266f,1,0,,,development
ccec72fb37a09db10667419936d17f475ed441330326d2a9f0c2a0b4039a3c5d,,adjacent,0,Li,True,V6O5F19,V6O5F19,Li5V6O5F19,mp-aaabrfom,mp-aaabsiwn,0.0,0.14285714285714202,4.248524661333334,Triclinic,1,Triclinic,1,1,2025-09-19T09:44:37.546000,True,True,,missing_battery_id_use_record_key_for_provenance,2410,0101f05ac27e05e5f1ea4e6a85ae8edc9a84ec1c2f8fd36c601892e0d0158afe,2b089e07f27fd17240ee9a3ba6747ec64d61ea8f0aab7bac43fb98f2a000016f,F:19|O:5|V:6,0.0,0.0,0.0,0.14285714285714285,5.0,8.326672684688674e-16,5.0,True,True,battery_id_absent_using_record_key,False,,True,g_0101f05ac27e05e5f1ea4e6a85ae8edc9a84ec1c2f8fd36c601892e0d0158afe,1,1,,,development
e874c488d21a8cd37425bbe8bbe712936732c5f079734fea3c4ce329aeeb2d92,,adjacent,0,Li,True,CrPCO7,Li3Cr2P2(CO7)2,Li2CrPCO7,mp-aaabrlbl,mp-aaabsejd,0.130434782608695,0.16666666666666602,4.850317298333384,Triclinic,1,Monoclinic,4,2,2025-09-19T09:43:35.018000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,272,015910969db938040e010b25b474ab06b0aab35ba2b1e7f22dc1b939060fb81c,e8454314e5eb8e91f5ac6168c97323cc62269e277b5cf7ae065588b7a8de0e0f,C:1|Cr:1|O:7|P:1,0.13043478260869565,1.5,6.38378239159465e-16,0.16666666666666666,2.0,6.38378239159465e-16,0.5,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_015910969db938040e010b25b474ab06b0aab35ba2b1e7f22dc1b939060fb81c,2,0,,,development
0cbc5ef16533ae4eb17e78e275b2ac66d6d4aab52b8a263998521afe7ed49d3a,,adjacent,1,Li,True,VCrP2(HO5)2,LiVCrP2(HO5)2,Li2VCrP2(HO5)2,mp-aaabrodb,mp-aaabqwwy,0.058823529411764004,0.11111111111111101,3.529308553333327,Triclinic,1,Triclinic,2,3,2025-09-19T09:44:23.806000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,2119,01662861ea92dedb28195908aff42f020b923f14d2d98cf68b5b56abf0f87759,32949507045e2d555d77f93acf9b83ff605d36929cfc09d7cdb106ee03afc8f5,Cr:1|H:2|O:10|P:2|V:1,0.058823529411764705,1.0,7.008282842946301e-16,0.1111111111111111,2.0,9.71445146547012e-17,1.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_01662861ea92dedb28195908aff42f020b923f14d2d98cf68b5b56abf0f87759,1,3,,,development
06d18fabfcc22e7a3b61c409cf63ca0494f3d31f7d266df13053707671b142b8,,adjacent,0,Li,True,MnNi(PO4)2,MnNi(PO4)2,Li4Mn3Ni3(PO4)6,mp-aaabrxou,mp-aaabsdvi,0.0,0.1,3.759833933333344,Trigonal,146,Triclinic,1,1,2025-09-19T09:44:46.897000,True,True,,missing_battery_id_use_record_key_for_provenance,1026,0195bb9f27999dc113d116e948ec6de4c88a11f49d748eb2ee6a6ee4f3c37bf6,c9824b01cc63b49fdfecb08ee5ceb03f4c05de4002705c9d6ba0a1079e69c6ae,Mn:1|Ni:1|O:8|P:2,0.0,0.0,0.0,0.1,1.3333333333333333,0.0,1.3333333333333333,True,True,battery_id_absent_using_record_key,False,,True,g_0195bb9f27999dc113d116e948ec6de4c88a11f49d748eb2ee6a6ee4f3c37bf6,1,2,,,development
c6534eb3bc88c4ddbd94806b3baaeb853a16b2b038a159159d44d7f574fbb077,,adjacent,0,Li,True,Mn(NiO3)2,Li2Mn(NiO3)2,Li3Mn(NiO3)2,mp-aaabrkds,mp-aaabrawy,0.18181818181818102,0.25,3.670270228333327,Monoclinic,5,Monoclinic,12,1,2025-09-19T09:44:29.910000,True,True,,missing_battery_id_use_record_key_for_provenance,1020,019ec279735d26b50918e2bfe93b926835ed03a60ad9b04045e459d200d03e84,83eb685bb81c0bb02950d639c4a407e9ad1e3930dcabf0dc29249308479e1bb7,Mn:1|Ni:2|O:6,0.18181818181818182,2.0,8.049116928532385e-16,0.25,3.0,0.0,1.0,True,True,battery_id_absent_using_record_key,False,,True,g_019ec279735d26b50918e2bfe93b926835ed03a60ad9b04045e459d200d03e84,2,9,,,development
6aca62704294f55a18023a86d73162ac773e0122e2d224f35eaf9a5618d4d62e,,adjacent,0,Li,True,MnBPO7,Li2MnBPO7,Li3MnBPO7,mp-aaabrxpa,mp-aaabrbxe,0.16666666666666602,0.23076923076923,3.607138743333327,Monoclinic,11,Monoclinic,11,1,2025-09-19T09:44:31.474000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,147,01a7fa90db5b236c0172b31f2f2e64baf7b1eb94c2f2512ae464baa9cda3f0c3,0496167ea34c9a19a595fe3d5cd61ed75c91f2a251002c13dca58142043249e7,B:1|Mn:1|O:7|P:1,0.16666666666666666,2.0,6.38378239159465e-16,0.23076923076923078,3.0,7.771561172376096e-16,1.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_01a7fa90db5b236c0172b31f2f2e64baf7b1eb94c2f2512ae464baa9cda3f0c3,5,8,,,development
4be48c4ab95f6ba693dbd6e212610c2e23a440eaf873719d765699891138315c,,adjacent,2,Li,True,MnV(PO4)3,Li3MnV(PO4)3,Li4MnV(PO4)3,mp-aaabrswx,mp-aaabrsyy,0.15,0.19047619047619002,3.311050718333353,Triclinic,2,Triclinic,2,3,2025-09-19T09:44:44.500000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,1251,01bdda22709b9045d0495ec486bde67d2ef714e44a1bbdaf278a99b2de79d6c9,d7e5673abf2a66d48601f8534d47a77dd16b6011721f39ce2837d29c28c8fa8a,Mn:1|O:12|P:3|V:1,0.15,3.0,0.0,0.19047619047619047,4.0,4.440892098500626e-16,1.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_01bdda22709b9045d0495ec486bde67d2ef714e44a1bbdaf278a99b2de79d6c9,0,1,,,development
baecdcb6dc9ecd43a3091edd53c166712846a5ab848bcaca8b43c2fd90a2348a,,adjacent,0,Li,True,Cr(PO3)8,Li2Cr(PO3)8,Li3Cr(PO3)8,mp-aaabetdr,mp-aaaabmyr,0.057142857142857,0.08333333333333301,5.7911895133332845,Triclinic,1,Monoclinic,5,1,2025-09-19T09:43:48.293000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,540,01ea511c508cd56e798182adc094e2285e7a979d0c5f19e153e3743252c2dec1,0cd29bf001c4d9ac725ef80a68ebb2c9ed13af1c8ebf5252dff607c0fa9b1c25,Cr:1|O:24|P:8,0.05714285714285714,2.0,1.3877787807814457e-16,0.08333333333333333,3.0,3.191891195797325e-16,1.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_01ea511c508cd56e798182adc094e2285e7a979d0c5f19e153e3743252c2dec1,7,3,,,development
81c445c714d9df28fed85f3b9c99bd3c20fccfa2b3fb23e9c4d43b5603d9ee45,,adjacent,0,Li,True,V(TeO4)3,LiV(TeO4)3,Li4V(TeO4)3,mp-aaabriea,mp-aaabrwyl,0.058823529411764004,0.2,3.349824710000002,Triclinic,1,Triclinic,1,1,2025-09-19T09:44:41.579000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,1422,020c8c8c3ec2377cc31001ba3fe54e397ce76e1a3c8d1c834e8b8f786ee1d18e,06d7ccc0fa5fdeccf89653b681d9835fe9c8fac7770158ff0b97967eb0665782,O:12|Te:3|V:1,0.058823529411764705,1.0,7.008282842946301e-16,0.2,4.0,0.0,3.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_020c8c8c3ec2377cc31001ba3fe54e397ce76e1a3c8d1c834e8b8f786ee1d18e,0,5,,,development
90dd7e3eebc4816f099c956d6f17e36f27f5b5657df36c749725ecd596f56e88,,adjacent,0,Li,True,Co5SbO12,Co5SbO12,Li4Co5SbO12,mp-aaabqwca,mp-aaabrcsf,0.0,0.18181818181818102,3.817008133333332,Monoclinic,12,Monoclinic,12,1,2025-09-19T09:44:22.116000,True,True,,missing_battery_id_use_record_key_for_provenance,1987,0210b2084fbe6a878a89dc7dc5d6d7daa26d04125b812c54add3b2045f34c986,c164f6bfeee396b07350e84361558d68e01e1c1cc0826d8ac4304bf233d842ea,Co:5|O:12|Sb:1,0.0,0.0,0.0,0.18181818181818182,4.0,8.049116928532385e-16,4.0,True,True,battery_id_absent_using_record_key,False,,True,g_0210b2084fbe6a878a89dc7dc5d6d7daa26d04125b812c54add3b2045f34c986,9,9,,,development
47b80b276883a32277cd385d8070740766820961c6c665e8eacd6420cd8f5445,,adjacent,0,Li,True,Mo(PO4)2,Li2Mo(PO4)2,Li3Mo(PO4)2,mp-aaaabmzk,mp-aaaabmzj,0.15384615384615302,0.21428571428571402,3.486961403333315,Monoclinic,8,Monoclinic,12,1,2025-09-19T09:43:48.557000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,2911,0218deabaa15c3de8984e0e1bf7723c2a4216a4af8452dca6cf0bfa27c0bac4b,f0599068d3fb129586183effb869e9e30ef99dc3ae4b43a8691b2ebceed49afc,Mo:1|O:8|P:2,0.15384615384615385,2.0,8.326672684688674e-16,0.21428571428571427,3.0,2.498001805406602e-16,1.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_0218deabaa15c3de8984e0e1bf7723c2a4216a4af8452dca6cf0bfa27c0bac4b,8,8,,,development
d98e7f023fcd455fb7eca12d9085452d492e0a97ad1e111ba07cec14b750d8aa,,adjacent,0,Li,True,SnS2,SnS2,LiSnS2,mp-aaaaabta,mp-aaaaboyt,0.0,0.25,1.5603050533333331,Trigonal,164,Trigonal,164,1,2025-09-19T09:43:21.559000,True,True,,missing_battery_id_use_record_key_for_provenance;source:Transition metal not found,1547,021c5748d9adc7f912f3f26e7be0c25e8801f48006a9d0c5288d73c3899186ca,89788c2b132d5328793cbdaf7ceaa47c3535807b0af014707cf911dfc10b3dda,S:2|Sn:1,0.0,0.0,0.0,0.25,1.0,0.0,1.0,True,True,battery_id_absent_using_record_key;source:Transition metal not found,False,,True,g_021c5748d9adc7f912f3f26e7be0c25e8801f48006a9d0c5288d73c3899186ca,2,3,,,development
b19a6ae879cec4135e6bc94a62b0e80d35c469ad4754981e82060b33ef1a3ac4,,adjacent,0,Li,True,VO2,VO2,LiV2O4,mp-aaaborqm,mp-aaacvhrf,0.0,0.14285714285714202,3.641510293333337,Tetragonal,141,Orthorhombic,74,3,2025-09-19T09:43:29.806000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,1532,021ecf0f6698ebe4f66e100b8e368ba7170b72dda32419f51dae4f8d88e4fa50,290c36887bb272e60dea6591610556d754bee8c5ffce41da4f829f72edc593d8,O:2|V:1,0.0,0.0,0.0,0.14285714285714285,0.5,8.326672684688674e-16,0.5,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_021ecf0f6698ebe4f66e100b8e368ba7170b72dda32419f51dae4f8d88e4fa50,3,2,,,development
47bd6144dfdb965213412b1fc386feeba1523a39cc09a22dd22c01ff009bd6aa,,adjacent,0,Li,True,MnPO4,MnPO4,LiMnPO4,mp-aaaabmky,mp-aaaabmkx,0.0,0.14285714285714202,3.7464543333333222,Orthorhombic,43,Orthorhombic,43,1,2025-09-19T09:43:38.247000,True,True,,missing_battery_id_use_record_key_for_provenance,1092,022c801ce48e41aca6e54a05cc22c7c2a94d2972c3760b7aaffa91a073bfe43a,4661d288e2b6017df711070d9fabd17194f4c65a048de992b12266199751d4f8,Mn:1|O:4|P:1,0.0,0.0,0.0,0.14285714285714285,1.0,8.326672684688674e-16,1.0,True,True,battery_id_absent_using_record_key,False,,True,g_00d3d7cb3f8d66d44b3f040839c5d0e606c0fcdd53c66e939e8e35bc40657011,8,2,,,development
8ec10f48c6d0cfbf071a9bdc0e1a6fd02697096f75d079b4858c5869a3e87c87,,adjacent,0,Li,True,Ni(PO3)3,Ni(PO3)3,LiNi(PO3)3,mp-aaabcruk,mp-aaaabmjf,0.0,0.07142857142857101,5.069943593333339,Orthorhombic,57,Orthorhombic,57,1,2025-09-19T09:43:37.419000,True,True,,missing_battery_id_use_record_key_for_provenance,3091,023b5c774ac6a291721be5d7a6e449795c9d3c0e806405c1ed29c54d52f5314e,d0e938d3c6a34ddf46f6a819b3ff2f1f58c7fbee11914f0d694a0cd915f18c8a,Ni:1|O:9|P:3,0.0,0.0,0.0,0.07142857142857142,1.0,4.163336342344337e-16,1.0,True,True,battery_id_absent_using_record_key,False,,True,g_023b5c774ac6a291721be5d7a6e449795c9d3c0e806405c1ed29c54d52f5314e,6,4,,,development
b3f9def5615653d1cc9c115784d0dbf8114e8e860b3fefa7bb3d766f48247ed3,,adjacent,0,Li,True,Cr3Ni(PO4)6,Cr3Ni(PO4)6,Li6Cr3Ni(PO4)6,mp-aaabsbow,mp-aaabrcgt,0.0,0.15,4.548315673333334,Trigonal,146,Triclinic,1,1,2025-09-19T09:44:32.267000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,430,024f674c898340cbfa528f3deaceb9e0053c7bddab087e0010787ddc00c21a39,a7218f6e17456e363c672673080c83a0a430fe63651d290d949a5656d01321c0,Cr:3|Ni:1|O:24|P:6,0.0,0.0,0.0,0.15,6.0,0.0,6.0,True,True,battery_id_absent_using_record_key;source:More than one working ion per transition metal,False,,True,g_024f674c898340cbfa528f3deaceb9e0053c7bddab087e0010787ddc00c21a39,3,7,,,development
4398525d6022577d4075e484d7b61e94e5bdf9eb57e818a406844ffe2a404e15,,adjacent,0,Li,True,MnFeCo(PO4)3,MnFeCo(PO4)3,Li3MnFeCo(PO4)3,mp-aaacoyjs,mp-aaacpaac,0.0,0.14285714285714202,3.858969595833338,Monoclinic,6,Monoclinic,6,1,2025-09-19T09:43:21.801000,True,True,,missing_battery_id_use_record_key_for_provenance,1687,0268356a011f9e0a15f4ed9711b5c0baf8b393a76aa5d86eb03e1965369f9460,8862d8513cb37b7826f1d578b6807fe765976c39343066167adbc9043bf1ccca,Co:1|Fe:1|Mn:1|O:12|P:3,0.0,0.0,0.0,0.14285714285714285,3.0,8.326672684688674e-16,3.0,True,True,battery_id_absent_using_record_key,False,,True,g_0268356a011f9e0a15f4ed9711b5c0baf8b393a76aa5d86eb03e1965369f9460,6,5,,,development
1b7d186210188e675333f384ce1fbe0da900a35ae30a2eefcd58d285df8736b6,,adjacent,0,Li,True,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,mp-aaaabmqi,mp-aaaabmqh,0.0,0.07142857142857101,2.827416993333334,Orthorhombic,19,Orthorhombic,19,1,2025-09-19T09:43:42.369000,True,True,,missing_battery_id_use_record_key_for_provenance,524,0268937b5321d863f9cfde27427622ce38242f283b18623154b297bf3f4b0067,3df689682945fbe4457ed9d5090b5112c26d8d70a9a7ee52e0d2fc0a68730582,Cr:1|O:9|P:3,0.0,0.0,0.0,0.07142857142857142,1.0,4.163336342344337e-16,1.0,True,True,battery_id_absent_using_record_key,False,,True,g_0268937b5321d863f9cfde27427622ce38242f283b18623154b297bf3f4b0067,8,1,,,development
ec6046344f63515964f4c3f40be141b366a2a5c5182ad042ac2ecacf52ec5818,,adjacent,0,Li,True,Mn2NiO6,LiMn2NiO6,Li2Mn2NiO6,mp-aaabrkeb,mp-aaabrebm,0.1,0.18181818181818102,3.788265423333319,Triclinic,2,Triclinic,2,2,2025-09-19T09:44:31.069000,True,True,,missing_battery_id_use_record_key_for_provenance,1021,0275897d4a8e03c3c8b59694ae19d3bc6ef58ce0288ec7d916414896b47bd2a2,f740f4f383a735dd5f2e77d411c0ece0dd9261f13a7bbc1f806569fead24e558,Mn:2|Ni:1|O:6,0.1,1.0,0.0,0.18181818181818182,2.0,8.049116928532385e-16,1.0,True,True,battery_id_absent_using_record_key,False,,True,g_0275897d4a8e03c3c8b59694ae19d3bc6ef58ce0288ec7d916414896b47bd2a2,0,2,,,development
