row_uid,record_key,interval_index,working_ion,canonical_host,group_id,eligible_for_baseline,partition,mixed_cv_fold,li_cv_fold
01bdda22709b9045d0495ec486bde67d2ef714e44a1bbdaf278a99b2de79d6c9,4be48c4ab95f6ba693dbd6e212610c2e23a440eaf873719d765699891138315c,2,Li,Mn:1|O:12|P:3|V:1,g_01bdda22709b9045d0495ec486bde67d2ef714e44a1bbdaf278a99b2de79d6c9,True,development,0,1
01c471236406cfba3068856f0598259d5d5c56aa52656915d2f0cef51e4ff1b9,72e09bd47a27e8fd0bca6e33fb70078f8be285b3b2e41ee68fe607e59cef3161,0,Zn,O:10|Si:4|V:1,g_01c471236406cfba3068856f0598259d5d5c56aa52656915d2f0cef51e4ff1b9,True,development,9,
01ccf767c412e5eeb9553b5c4417b5940dd40e5f96a3fe160b01f96e057c7a3f,4da8e906e1bc6afe0134e4263b0ff42c4079cb682e5ddedce30edbf624ccbef9,0,Mg,Co:1|O:7|P:2,g_01ccf767c412e5eeb9553b5c4417b5940dd40e5f96a3fe160b01f96e057c7a3f,True,development,5,
01e3f44356f941d51427e5e95c25d29d2f7d31a22e6efb4bf2e2098e3cf9daab,15bb6d9d6ad36a4e21ebc224db36c7a506b2a3d6fcc6e98ff801290654b01622,0,Al,Ba:2|O:8|W:3,g_01e3f44356f941d51427e5e95c25d29d2f7d31a22e6efb4bf2e2098e3cf9daab,True,development,6,
01ea137d08d8140a8f81ffca46d911eacb2c163f0de003e421f3740d4453bf3e,bbb1d6379943e3226e8689526b3c34d0ff34f9c67f0656ae21e5a952277afc30,0,Ca,Ba:1|O:8|Sb:4,g_01ea137d08d8140a8f81ffca46d911eacb2c163f0de003e421f3740d4453bf3e,True,holdout,,
01ea511c508cd56e798182adc094e2285e7a979d0c5f19e153e3743252c2dec1,baecdcb6dc9ecd43a3091edd53c166712846a5ab848bcaca8b43c2fd90a2348a,0,Li,Cr:1|O:24|P:8,g_01ea511c508cd56e798182adc094e2285e7a979d0c5f19e153e3743252c2dec1,True,development,7,3
020c8c8c3ec2377cc31001ba3fe54e397ce76e1a3c8d1c834e8b8f786ee1d18e,81c445c714d9df28fed85f3b9c99bd3c20fccfa2b3fb23e9c4d43b5603d9ee45,0,Li,O:12|Te:3|V:1,g_020c8c8c3ec2377cc31001ba3fe54e397ce76e1a3c8d1c834e8b8f786ee1d18e,True,development,0,5
0210b2084fbe6a878a89dc7dc5d6d7daa26d04125b812c54add3b2045f34c986,90dd7e3eebc4816f099c956d6f17e36f27f5b5657df36c749725ecd596f56e88,0,Li,Co:5|O:12|Sb:1,g_0210b2084fbe6a878a89dc7dc5d6d7daa26d04125b812c54add3b2045f34c986,True,development,9,9
0218deabaa15c3de8984e0e1bf7723c2a4216a4af8452dca6cf0bfa27c0bac4b,47b80b276883a32277cd385d8070740766820961c6c665e8eacd6420cd8f5445,0,Li,Mo:1|O:8|P:2,g_0218deabaa15c3de8984e0e1bf7723c2a4216a4af8452dca6cf0bfa27c0bac4b,True,development,8,8
021c5748d9adc7f912f3f26e7be0c25e8801f48006a9d0c5288d73c3899186ca,d98e7f023fcd455fb7eca12d9085452d492e0a97ad1e111ba07cec14b750d8aa,0,Li,S:2|Sn:1,g_021c5748d9adc7f912f3f26e7be0c25e8801f48006a9d0c5288d73c3899186ca,True,development,2,3
021ecf0f6698ebe4f66e100b8e368ba7170b72dda32419f51dae4f8d88e4fa50,b19a6ae879cec4135e6bc94a62b0e80d35c469ad4754981e82060b33ef1a3ac4,0,Li,O:2|V:1,g_021ecf0f6698ebe4f66e100b8e368ba7170b72dda32419f51dae4f8d88e4fa50,True,development,3,2
021f9de0787cbd8f4b2b73dbca7b482876af1278acc42d8e5a552a02b4d1b494,b3508664e48d20a1f827b821a18b323faa24d85d0f07c646fe1d4e5367a86c6c,0,Al,Ni:1|S:2,g_021f9de0787cbd8f4b2b73dbca7b482876af1278acc42d8e5a552a02b4d1b494,True,development,5,
022c801ce48e41aca6e54a05cc22c7c2a94d2972c3760b7aaffa91a073bfe43a,47bd6144dfdb965213412b1fc386feeba1523a39cc09a22dd22c01ff009bd6aa,0,Li,Mn:1|O:4|P:1,g_00d3d7cb3f8d66d44b3f040839c5d0e606c0fcdd53c66e939e8e35bc40657011,True,development,8,2
023b5c774ac6a291721be5d7a6e449795c9d3c0e806405c1ed29c54d52f5314e,8ec10f48c6d0cfbf071a9bdc0e1a6fd02697096f75d079b4858c5869a3e87c87,0,Li,Ni:1|O:9|P:3,g_023b5c774ac6a291721be5d7a6e449795c9d3c0e806405c1ed29c54d52f5314e,True,development,6,4
0245cc445f7edff9a60be3a75e0c17e838e4a1eaf4ce9871001ca55451655f76,95106532e901592e8293573be9329a79e2d82d7223e4aef3158e6ae03b107fcf,0,Na,Ca:9|Mn:1|O:28|P:7,g_0245cc445f7edff9a60be3a75e0c17e838e4a1eaf4ce9871001ca55451655f76,True,held_out_Na,,
024f674c898340cbfa528f3deaceb9e0053c7bddab087e0010787ddc00c21a39,b3f9def5615653d1cc9c115784d0dbf8114e8e860b3fefa7bb3d766f48247ed3,0,Li,Cr:3|Ni:1|O:24|P:6,g_024f674c898340cbfa528f3deaceb9e0053c7bddab087e0010787ddc00c21a39,True,development,3,7
02554f09a0268148a3259a3e456e84ce21076d6bc76146151a3823a2735db452,25bbcce0ebfd144d253b2d2843c9b2393828927b54f5d73ee57bd4e232f391d8,0,Zn,Fe:1|O:6|Si:2,g_02554f09a0268148a3259a3e456e84ce21076d6bc76146151a3823a2735db452,True,development,3,
025e7a018ee5817cfab97667737ac38016effb697e9c4961df6ca813eb7b67a9,ddf212c2e362e4f67fc9357c61d1d7f62403e764f08af83402c85bc16fd8f2ab,0,Mg,Ag:1|Ni:1|O:2,g_025e7a018ee5817cfab97667737ac38016effb697e9c4961df6ca813eb7b67a9,True,development,1,
0268356a011f9e0a15f4ed9711b5c0baf8b393a76aa5d86eb03e1965369f9460,4398525d6022577d4075e484d7b61e94e5bdf9eb57e818a406844ffe2a404e15,0,Li,Co:1|Fe:1|Mn:1|O:12|P:3,g_0268356a011f9e0a15f4ed9711b5c0baf8b393a76aa5d86eb03e1965369f9460,True,development,6,5
0268937b5321d863f9cfde27427622ce38242f283b18623154b297bf3f4b0067,1b7d186210188e675333f384ce1fbe0da900a35ae30a2eefcd58d285df8736b6,0,Li,Cr:1|O:9|P:3,g_0268937b5321d863f9cfde27427622ce38242f283b18623154b297bf3f4b0067,True,development,8,1
0275897d4a8e03c3c8b59694ae19d3bc6ef58ce0288ec7d916414896b47bd2a2,ec6046344f63515964f4c3f40be141b366a2a5c5182ad042ac2ecacf52ec5818,0,Li,Mn:2|Ni:1|O:6,g_0275897d4a8e03c3c8b59694ae19d3bc6ef58ce0288ec7d916414896b47bd2a2,True,development,0,2
02795221248b0ad305e26b7a9a10c64f25cbd5bf9b46b5717f646cc3827e2cc7,ca3fd94c85bbe6933e0bde3355220dfdaef8585c5bb048f8ea2d52ba315539e8,0,Na,Co:1|O:4|P:1,g_02795221248b0ad305e26b7a9a10c64f25cbd5bf9b46b5717f646cc3827e2cc7,True,held_out_Na,,
027cc23242d2f67d060a1c0d67b25ff4a97b3a9b086cfdb2e5d0d9adcb878dce,2f81488ed94fc5bf16df0b8cd340b4e965c070ec2469ec6c475807ce22410eae,0,Mg,Mo:2|Na:2|O:5,g_027cc23242d2f67d060a1c0d67b25ff4a97b3a9b086cfdb2e5d0d9adcb878dce,True,development,4,
02847a01d86008d75f0c88d4059dd3c14730697878fc15886f4b3377f8445ff1,db35eef77de640b9dd8e6529c7b3b3a306340bb76711d33641270863a3f22395,0,Li,Er:1|O:8|Rb:3|V:2,g_02847a01d86008d75f0c88d4059dd3c14730697878fc15886f4b3377f8445ff1,True,development,1,6
0285339208939ae268e8d244290cbd286c6b228b323b78609730a244cc3237f8,22c02f70a125dc6c05a5d7f1c37bf0c7f9cd2e9ef1f6cfd8804a42f3b6260a1b,0,Li,Ni:5|O:28|P:8,g_0285339208939ae268e8d244290cbd286c6b228b323b78609730a244cc3237f8,True,development,9,3
029a8e25bb54648b658fa33e4d6dae8271da1ab68a1b0cbee904875820210a34,f071cbb4bf21c8dbb59a73b1b03f3bdd047c7642f5541041dd74a7d26fb56d5b,0,Al,Mo:1|O:8|W:2,g_029a8e25bb54648b658fa33e4d6dae8271da1ab68a1b0cbee904875820210a34,True,holdout,,
029fd0e11790286680d5565ba16ef792b28ef46ea05b58842748171417dd6662,92a97e1aab9a37c715e424f9e803e985e37d8abdb825c8f1b54e6e1bf5391bf1,2,Li,Ni:1|O:2,g_029fd0e11790286680d5565ba16ef792b28ef46ea05b58842748171417dd6662,True,development,2,6
02a43c588c41c0f09ba3ba213d3dc128270b5e06d90cfe2480dc79233fece45a,783beefa63ed6230bc811ab243a8878a7747b004e73a5bd50d4c4bbdaad5dd92,0,Li,C:2|Ni:1|O:6,g_02a43c588c41c0f09ba3ba213d3dc128270b5e06d90cfe2480dc79233fece45a,True,development,2,3
02a4a32500322878dfe84c24bc2bf99cb3204909595ffc321ae83918ed12898d,08dc4cfcccc17f4fe1ddf2b2256159fc66061d31a18e389b5ba9fc7dfd916024,0,Li,Co:3|Mn:1|O:8,g_02a4a32500322878dfe84c24bc2bf99cb3204909595ffc321ae83918ed12898d,True,development,4,3
02b9346e7054ae6dea55cee1dbe60400b0be1b9daa76dbd25277ce99683f4ec5,b8eb4219a617be8b78fb0b3359126b8b2bb0fb32cbe3fd1c18cb3fbf18ab0af1,2,Li,Co:1|Mn:1|O:4,g_02b9346e7054ae6dea55cee1dbe60400b0be1b9daa76dbd25277ce99683f4ec5,True,development,0,2
02be416bf3a5a17fc4d6111cac3d903204412d112ff359999199c0e37afe719a,5f7a599d9ce44d2aa75ee6c6f4451779d8f734c686f91bba08fa646ef76cf761,0,Zn,Cr:3|O:8,g_02be416bf3a5a17fc4d6111cac3d903204412d112ff359999199c0e37afe719a,True,development,0,
02c4e8b642e8cf31f72c322704dea5e32ac50b5c9940f8cd1e30ef2876f18729,5f5967891aff37da355353f13d9f516610c3b824e0204f7417b53faedf89a862,0,Ca,Cu:3|O:12|Sb:4,g_003265d086dc55f79a45edf11c2914e484aaa19b06471f359f4d3b6ceaa0134d,True,development,0,
02c6ae5233d9562ec8433fe1c99b6a23200194da098d1444bccb2e456c411c1d,d56be66c4166238ad1bc4840012e5e48c5aaebe6e54218069f16eb78116ef13f,0,Na,Mg:1|Mn:2|O:4,g_000369223c9cf92980690254ce6978fa62ec9ea8df99c416b95219dd55162a3f,True,held_out_Na,,
02cac3800c733383d33e5c059f7aff8b3e4d2621c6f517dec8f9ebd54c408e8c,4eaca031b1636ab0c2042abe3592abdc699657a74b938ad229b9bedb4861db37,0,Ca,Bi:1|O:2,g_02cac3800c733383d33e5c059f7aff8b3e4d2621c6f517dec8f9ebd54c408e8c,True,development,7,
02e0785562a1f87901dd81251ff36a55fdf8e1c9e42ae8f640712df0fc829d46,6f019c92b7f40c54459b02d70cc6ccac9e7555f97636da2f874a1ee779a2d3f6,0,Zn,O:12|P:3|V:2,g_02e0785562a1f87901dd81251ff36a55fdf8e1c9e42ae8f640712df0fc829d46,True,development,0,
02e8658983721c337dae0cce1e1aa8ae08f067f2ef33487dc97dc5250afd2c66,fcfabfa46c6e8a266f5b7a4b11befb4b25b9621e3e070516827d542f483afff7,0,Al,O:2|Ti:1,g_01019f67530f3d3ff532866d5ef8aaf7dc246345e5541a810520be940e3f0b08,True,development,1,
02eb85aea91e69839d9485510b359e52d57ad5f830551f62f64c4c6382184fd7,f392ca1a3dc041021d9a3d9d1a6f5b55bbf1837b6c1cc55bf1a070a297fa436a,1,Li,Co:3|Fe:2|O:10,g_02eb85aea91e69839d9485510b359e52d57ad5f830551f62f64c4c6382184fd7,True,development,7,4
